id,datetime,context,question,answer
t_2183901,2021-11-12T00:43:20.000Z,お支払いはpaypay、linepay,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2954536,2021-12-02T08:48:28.000Z,高額1000円コラボ企画,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12769,2021-12-02 17:34:57,ありがと,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
t_4541684,2021-10-25T07:56:49.000Z,期間は10月19日火から10月25日月となります,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_4226236,2021-11-04T14:58:36.000Z,独自のスキルは異性を惚れさせる,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_8868,2021-12-14 11:02:18,使えるお店が多いです,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_3917759,2021-11-02T12:19:13.000Z,極太眉毛のパンチパーマでサバイバー心理学者として活躍,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_3010,2021-11-27 20:06:37,最近自動販売機と接続できずまったく使うことができません,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,自動販売機と接続できず
t_1340532,2021-11-03T07:26:02.000Z,3人のフォローとrt,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3948952,2021-10-29T05:51:01.000Z,"うむっ,距離置いたほうがいいな",この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_4153,2021-11-18 17:26:29,健康管理アプリとしては致命的,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_10856,2021-12-15 00:32:52,最近アプリを立ち上げるたびに強制的にニュースがリフレッシュされ、先頭に移動する,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,アプリを立ち上げるたびに強制的にニュースがリフレッシュされ、先頭に移動する
t_869914,2021-10-27T14:45:22.000Z,paypayでお願いします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4127591,2021-11-10T07:13:54.000Z,期間限定一日二回ガチャ開催中,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_9574,2021-10-25 18:03:36,ユーザー辞書読み込みが何度やってもファイルアクセス許可を求められるだけになり共有できなくなったので最も使えないキーボードとなった権限の変更くらい想定内で、そんなこともやらずにレビューを書いてると思う提供元の考え方は非常に屈辱的である,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,ユーザー辞書読み込みが何度やってもファイルアクセス許可を求められるだけになり共有できなくなった
g_10505,2021-10-29 09:37:19,スマーニューを登録しないと、lineの、スタンプが貰えないです,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,スマーニューを登録しないと、lineの、スタンプが貰えない
t_1807460,2021-11-10T06:18:12.000Z,複数プレ維持経験者です,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1786484,2021-11-07T04:28:34.000Z,11/10水〆,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1303292,2021-11-05T14:17:18.000Z,フォローお願いします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2819873,2021-11-29T21:23:32.000Z,また、12月末にtwitter限定プチ情報をお送りいたしますので、フォローを外さずにお待ちください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2226903,2021-11-16T22:56:51.000Z,気になることあればお気軽にお尋ねください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12699,2021-12-11 10:58:31,初めてですわかりません,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,
g_12830,2021-11-25 20:46:00,アップデートでバーコードが小さくなって店員さんが読み取りづらそうです,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,バーコードが小さくなって
t_3926942,2021-10-29T07:38:05.000Z,×限定コラボ,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_523776,2021-12-05T01:03:38.000Z,応募フォーム,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
t_2205289,2021-11-13T10:36:58.000Z,セダンのみ、モクのみ、16人start,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2897407,2021-11-24T14:01:31.000Z,1box購入予定でして、ミカサ1⇔アルミン1の交換は可能でしょうか,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_57211,2021-12-15T15:54:19.000Z,荒野行動,この文はTwitterのツイートです。Buzzvideoアプリの欠陥やBuzzvideoアプリに対する要望が書かれているのはどこですか？,
g_11122,2021-11-13 22:47:30,読んだ記事を元に興味ありそうな記事を勧めてくれてgoodクーポンもそこそこあたる,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_2085977,2021-11-18T15:25:55.000Z,1枠2000新規主催実績ない人,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_4265,2021-11-26 11:31:02,いろんな所に忖度しているのかも知れない,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,
g_10200,2021-11-06 23:58:19,いい,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_1024207,2021-10-31T03:38:09.000Z,ランマ公言️,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1488972,2021-11-01T12:30:03.000Z,フォロー,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1439067,2021-11-07T02:50:03.000Z,詳細は,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4420694,2021-10-24T12:38:26.000Z,抽選でヘパリーゼwを10万名様にプレゼント,この文はTwitterのツイートです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_4790,2021-12-12 18:09:20,歩数が減る,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,歩数が減る
g_3874,2021-12-03 07:41:27,アプリ上で飲料を選択し、チケット型のアイコンをスライドして決定します,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_746346,2021-10-31T03:07:57.000Z,paypay一択やんそんなん,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_54017,2021-11-07T14:50:07.000Z,そりゃアメリカ人が認めるだけあるわっww圧巻の渡辺直美が最高すぎるww,この文はTwitterのツイートです。Buzzvideoアプリの欠陥やBuzzvideoアプリに対する要望が書かれているのはどこですか？,
g_208,2021-11-20 15:29:45,とても面白いです,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,
g_999,2021-11-22 15:01:46,15スタンプ集まると1つ交換できるのはありがたい,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_747,2021-11-05 20:50:12,音源を使うときに音ハメとかの動画編集をするときにマッチカットを使って良いとこで止められるから楽チンだしたまに動画のテスト再生をすると変なところで始まったりするけど左右反転とかしやすいしアニメーションの例えが分かりやすいしとにかく最高,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,動画のテスト再生をすると変なところで始まったりする
t_4265503,2021-11-24T04:25:10.000Z,※通知不要の場合と送信,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_2622595,2021-12-02T11:48:42.000Z,登録の際に入力で300円分の残高がもらえます,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2777382,2021-11-26T02:04:39.000Z,日時11/26金18:30,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_5378,2021-11-14 08:29:37,ブルーハーツが歌っていない,この文章はGooglePlayストアのレビューです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,ブルーハーツが歌っていない
t_1835753,2021-11-12T00:27:28.000Z,いずれにしてもpaypayは支払い選択肢からは外せないからサブ機関としては押さえた方が良さげですね,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_2523,2021-11-07 16:21:34,何回ログインさせるんですか毎回生年月日入力とか面倒,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,何回ログインさせるんですか毎回生年月日入力とか面倒
t_261366,2021-11-03T08:58:05.000Z,連携させてるアプリがあるので大本の計測アプリがこれだとかなり困りまする,この文はTwitterのツイートです。Google_Fitアプリの欠陥やGoogle_Fitアプリに対する要望が書かれているのはどこですか？,連携させてるアプリがあるので大本の計測アプリがこれだとかなり困ります
g_6807,2021-11-27 18:15:22,何故か今日はアプリが立ち上がらず,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,アプリが立ち上がらず
g_6779,2021-11-26 17:43:40,クーポンそのものはサイトから発券機でどうにでもなりますが、クーポン提示やらチャージやらアプリだけで出来たので今回の不具合の長丁場は残念です,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,不具合
g_2135,2021-11-01 12:20:15,iphoneは即接続なるのに,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_2417907,2021-11-13T11:20:41.000Z,笑うバットマン,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4115525,2021-10-31T21:19:20.000Z,のどれかが必ずもらえます,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_252,2021-11-01 22:24:18,分かりやすいです,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,
g_405,2021-11-08 15:40:41,んんっ~~~わからない,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,
g_7599,2021-11-01 12:29:49,使いやすい,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_1268573,2021-11-05T12:46:34.000Z,ご検討宜しくお願い致します,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_7124,2021-11-28 15:15:12,早く改善して欲しい,この文章はGooglePlayストアのレビューです。majicaアプリの欠陥やmajicaアプリに対する要望が書かれているのはどこですか？,早く改善して欲しい
t_2198941,2021-11-12T01:33:15.000Z,詳細は,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_270034,2021-12-03T14:00:24.000Z,服とか日常をゆるっと投稿していこうとlemon8をはじめました、写真もっと貼ったんだよ,この文はTwitterのツイートです。Lemon8アプリの欠陥やLemon8アプリに対する要望が書かれているのはどこですか？,
t_2609390,2021-11-27T15:09:19.000Z,みんなのを教えてね,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2591395,2021-11-27T03:34:10.000Z,┋11月26日金14:00~17:00,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_196925,2021-11-08T15:17:32.000Z,缶でも、petでも,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_1662235,2021-11-03T04:38:16.000Z,ショッピングはこちらから,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2398579,2021-11-12T10:41:48.000Z,paypayモールでは日曜のお買い物が超おトク当たったボーナスを使っておトクにお買い物しよう,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_8344,2021-11-21 16:01:42,とても使いやすい,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
g_9069,2021-10-27 10:31:06,結果、キーボードの種類や絵文字、顔文字、スタンプもメッチャ豊富に、質問箱とかゲーム、投稿小説閲覧等のsns的機能も完備笑,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_12165,2021-11-08 15:13:55,便利な使い方ができるよ更に気になる100均の情報など、兎に角豊富な情報ありがとうございます,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_175,2021-11-15 20:55:37,真面目なニュースから笑えるママ友の話とか満載で飽きない,この文章はGooglePlayストアのレビューです。BuzzVideoアプリの欠陥やBuzzVideoアプリに対する要望が書かれているのはどこですか？,
t_3844748,2021-11-09T14:01:27.000Z,simejiをインストールしてここでしか手に入らないidentityvぬいぐるみやゲームで使える手掛かり、オリジナルキーボードきせかえを当てよ,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_135007,2021-11-11T06:29:54.000Z,総計300万人に当たる,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
t_3891712,2021-10-28T10:46:37.000Z,simejiユーザーだけ,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_12322,2021-10-29 20:00:16,愛する人、聞こえてる,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,
t_2914935,2021-11-29T16:03:03.000Z,結果は返信をチェック,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11083,2021-12-10 08:51:40,ヤフーニュースと併用しています,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
g_11826,2021-12-10 07:06:11,検証してから、アップデートしてください,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,検証してから、アップデートしてください
t_3420474,2021-12-03T16:03:23.000Z,|12/325:3025時半,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_1311,2021-10-25 03:05:23,なぜ他社もこういうアプリ出さないのか本当に謎,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_116620,2021-10-23T02:00:31.000Z,メルカリegfpah,この文はTwitterのツイートです。Coke_ONアプリの欠陥やCoke_ONアプリに対する要望が書かれているのはどこですか？,
g_11368,2021-10-29 08:53:58,毎日楽しく読ませて貰ってます,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,
t_1852945,2021-11-17T12:41:43.000Z,のみ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_3141,2021-11-14 23:13:26,なんで、全てのcokeon対応自販機でやらないのか不満でしかない,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,なんで、全てのcokeon対応自販機でやらないのか
g_13007,2021-11-16 17:12:15,smsが無いと登録できないので削除しました,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,smsが無いと登録できない
g_10416,2021-11-09 13:14:20,ただし、twitterや、各サイトに自力で行くよりも便利ジャンル分け、特集など、精力的チラシ機能が追加になったが、自分の活動範囲とチラシが合わない,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,自分の活動範囲とチラシが合わない
t_2398365,2021-11-23T23:06:46.000Z,参加賞のpaypayボーナス500円相当にご当選です,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4036255,2021-11-03T05:02:41.000Z,{pn}`navisが第五人格の世界に迷い込んだら,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_4200664,2021-10-30T20:44:00.000Z,simejiユーザーだけ,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_3037743,2021-12-02T11:58:01.000Z,結果シェアで毎日50名様に500円相当のpaypayボーナス当たる→結果は返信でをフォロー後にご参加下さい12/20迄,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_512718,2021-11-03T03:39:46.000Z,皆さんぜひ1度検索して聞いてみてください〜,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
g_1436,2021-11-29 07:17:56,いつも、コカ・コーラの製品を愛飲してます,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
g_9660,2021-10-24 13:24:51,あと、容量が多すぎるのでせめて1gbぐらいに収めていただきたいです,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,容量が多すぎる
g_3611,2021-12-11 14:13:46,毎日使っています,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_2388179,2021-11-13T01:26:56.000Z,lineお友達参加で当,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1730248,2021-11-01T08:57:29.000Z,拡散用,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_570476,2021-10-22T14:53:33.000Z,当たりますように,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_2495,2021-12-10 14:58:02,タダでドリンクが定期的に手に入るので、とってもいいです,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,
t_287250,2021-11-28T23:43:43.000Z,prologue❅僕らの季節︎,この文はTwitterのツイートです。LINE_MUSICアプリの欠陥やLINE_MUSICアプリに対する要望が書かれているのはどこですか？,
g_7477,2021-12-11 18:22:34,けっこう重宝してただけに、残念,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_929056,2021-10-24T00:13:52.000Z,昨日は財布に現金17円はマズいんじゃねと思ってコンビニで現金下ろして買い物したら,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3047211,2021-11-26T15:02:42.000Z,キタサンはお譲り迷い中,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1057900,2021-10-26T07:33:03.000Z,ゴルタイ前の連戦ゲリラ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2637499,2021-12-01T08:52:30.000Z,モンモモラインモ~⊂o'⊥'o⊃,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12810,2021-11-24 13:02:39,バーコード小さくなりレジで会計時スキャンしにくくなったし、pr広告の部分がかなり無駄にでかくて半分近く占拠し邪魔だし以前の方が良かった,この文章はGooglePlayストアのレビューです。ファミマのアプリアプリの欠陥やファミマのアプリアプリに対する要望が書かれているのはどこですか？,バーコード小さくなり/pr広告の部分がかなり無駄にでかくて半分近く占拠し邪魔
t_1294055,2021-11-05T05:01:08.000Z,はをフォロー&ツイートしてpaypayボーナス1万円相当を当てよう,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_3907,2021-11-16 22:26:08,近頃接続が非常に悪い旨いコーヒーもないし段々と評価が下がる,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,接続が非常に悪い
t_759346,2021-10-22T11:20:01.000Z,皆様何度もすみませんがご支援よろしくお願いいたします&lt;__*&gt;,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_4148845,2021-11-01T16:11:44.000Z,一日二回ガチャでアイテムを狙え,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_263828,2021-11-04T03:31:04.000Z,oppobandstyleを購入し、使用しております,この文はTwitterのツイートです。Google_Fitアプリの欠陥やGoogle_Fitアプリに対する要望が書かれているのはどこですか？,
t_1582089,2021-11-07T01:49:44.000Z,ubereatsイベント開催中,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_9696,2021-11-14 07:27:23,文句を言うところをもっと作ってもらって改善してもらいたいのと課金目当てでやってたら辞めることととキーボード小さくしてもらいたいてことは合わないか笑使い慣れてるかは直してもらいたいです,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_3118652,2021-12-02T17:24:21.000Z,paypay希望です*ᴗ͈ˬᴗ͈”,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_11061,2021-11-24 12:40:35,トップが興味がない登録をしても表示が変わらない,この文章はGooglePlayストアのレビューです。スマートニュースアプリの欠陥やスマートニュースアプリに対する要望が書かれているのはどこですか？,トップが興味がない登録をしても表示が変わらない
t_2180384,2021-11-12T06:57:45.000Z,は&ツイートしてpaypayボーナス1万円相当を当てよう,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1571329,2021-11-02T11:02:00.000Z,paypayお願いしますm__m,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_12357,2021-11-19 18:37:14,ネットワークエラーで、使えなくなりました,この文章はGooglePlayストアのレビューです。にゃんトークアプリの欠陥やにゃんトークアプリに対する要望が書かれているのはどこですか？,ネットワークエラー
g_1966,2021-10-26 14:44:02,スタンプを貯めてドリンクを貰える所は評価したいが、購入時に肝心の自販機との接続がまともにできないのがマイナス過ぎ,この文章はGooglePlayストアのレビューです。CokeONアプリの欠陥やCokeONアプリに対する要望が書かれているのはどこですか？,自販機との接続がまともにできない
t_4082640,2021-11-22T15:02:34.000Z,一日二回ガチャでアイテムをハントせよ,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_7571,2021-11-14 13:10:22,引き継ぎ出来なければ前の携帯番号を次の人が使ったらパスワード変更もすぐ出来るので乗っ取れる状態になります,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,引き継ぎ出来なければ前の携帯番号を次の人が使ったらパスワード変更もすぐ出来るので乗っ取れる状態になります
t_702618,2021-10-31T10:07:36.000Z,のはずがお菓子を忘れたと連絡があり、再度お届けして出遅れた結果、ランチの時間に間に合わず,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2172546,2021-11-14T23:00:23.000Z,今ならオープニングセールで超お得,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_1469590,2021-11-05T03:40:02.000Z,ゴートゥーイートpaypayグルメが始まったって知ってる,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_69613,2021-11-13T06:03:44.000Z,かわいいなー,この文はTwitterのツイートです。Buzzvideoアプリの欠陥やBuzzvideoアプリに対する要望が書かれているのはどこですか？,
g_9401,2021-11-27 17:05:04,このアプリを私はインストールさせていただきました,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
g_4175,2021-11-01 17:29:41,インストールできない,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,インストールできない
g_8208,2021-12-06 18:34:38,少しでも返金ガ有るから,この文章はGooglePlayストアのレビューです。Paypayアプリの欠陥やPaypayアプリに対する要望が書かれているのはどこですか？,
t_4293143,2021-10-28T07:25:22.000Z,わー凄い,この文はTwitterのツイートです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,
t_1075506,2021-10-28T18:16:54.000Z,必要な方はご一報ください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_3373958,2021-12-03T15:21:38.000Z,下記内の英数字をコピペしてご利用ください,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_696,2021-11-04 13:18:16,前はこんな事なかったのに、過去のプロジェクトも残っているものと、音楽のみ残って動画だけ消えているのがいくつかありましたこれらは既に保存済なので良かったですが,この文章はGooglePlayストアのレビューです。capcutアプリの欠陥やcapcutアプリに対する要望が書かれているのはどこですか？,過去のプロジェクトも残っているものと、音楽のみ残って動画だけ消えている
t_1137439,2021-10-27T23:36:27.000Z,paypayグルメクーポンヤバし,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_9563,2021-12-11 08:31:49,変換する時に、文字の並び選択出来る文字が急に変化したりするのが残念です,この文章はGooglePlayストアのレビューです。simejiアプリの欠陥やsimejiアプリに対する要望が書かれているのはどこですか？,変換する時に、文字の並び選択出来る文字が急に変化したりする
t_1444981,2021-11-08T06:02:34.000Z,paypayのボーナス投資短期間で100%超えてるの笑う,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
g_4766,2021-10-26 23:06:18,正確な歩数をカウントしない,この文章はGooglePlayストアのレビューです。google_fitアプリの欠陥やgoogle_fitアプリに対する要望が書かれているのはどこですか？,正確な歩数をカウントしない
t_3514734,2021-12-05T05:30:34.000Z,ってなるのびびるからやめてくれ,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
t_2811853,2021-11-27T11:05:37.000Z,よろしくお願いします,この文はTwitterのツイートです。paypayアプリの欠陥やpaypayアプリに対する要望が書かれているのはどこですか？,
