id,app_name,datetime,context,prediction
t_46927,buzzvideo,2021-11-27T08:56:08.000Z,建物に入ろうとした女性2人に4階のバルコニーが崩れ落ちてくる|buzzvideoバズビデオ,建物に入ろうとした女性2人に4階のバルコニーが崩れ落ちてくる
t_47379,buzzvideo,2021-10-31T09:27:49.000Z,高速教習中に目の前でdqnが大クラッシュ,
t_47693,buzzvideo,2021-11-18T08:48:17.000Z,ってあげたらかすりもせず凹む,ってあげたらかすりもせず凹む
t_47827,buzzvideo,2021-11-07T03:33:22.000Z,大統領府の釈明が意味不明ww,大統領府の釈明が意味不明
t_48094,buzzvideo,2021-11-21T12:40:15.000Z,怖いネコが野良犬の群れに襲われてしまうハラハラ動画,怖いネコが野良犬の群れに襲われてしまう
t_48370,buzzvideo,2021-11-05T23:30:03.000Z,裏どり出来ないのを逆手に,裏どり出来ない
t_48411,buzzvideo,2021-11-19T06:29:23.000Z,異常な角度で着陸してくる,異常な角度で着陸してくる
t_48430,buzzvideo,2021-11-08T11:14:01.000Z,フィフィも開いた口が塞がらない,開いた口が塞がらない
t_48494,buzzvideo,2021-12-15T08:10:02.000Z,行動ができなくて困っている方へ,行動ができなくて
t_48564,buzzvideo,2021-10-27T20:13:15.000Z,1兆ウォンで購入した米無人偵察機が飛行不能に→その衝撃の理由がコレ,
t_48622,buzzvideo,2021-10-29T10:00:08.000Z,かける言葉が見当たらない,
t_48635,buzzvideo,2021-11-08T05:05:00.000Z,中国最大級のevバッテリー工場がに巨大キノコ雲が発生か️,中国最大級のevバッテリー工場がに巨大キノコ雲が発生か
t_49515,buzzvideo,2021-12-01T03:11:16.000Z,ペットショップで見たカラージャービルが出てきてくれなかった大作戦,ペットショップで見たカラージャービルが出てきてくれなかった
t_49607,buzzvideo,2021-12-14T22:21:05.000Z,トラックの発泡スチロールが落ちて,トラックの発泡スチロールが落ちて
t_49676,buzzvideo,2021-12-06T03:50:51.000Z,運営自らコミュニティ違反して環境悪化をまねいているトップバグ,コミュニティ違反して環境悪化をまねいている
t_50659,buzzvideo,2021-12-12T04:39:26.000Z,会社にとんでもない数の車が無断駐車されてた→チェーンで出られんようにした結果,会社にとんでもない数の車が無断駐車されてた
t_51074,buzzvideo,2021-11-04T11:05:02.000Z,キーボードでファミコンのファミスタを演奏したら完成度が高過ぎた,キーボードでファミコンのファミスタを演奏したら完成度が高過ぎた
t_51278,buzzvideo,2021-11-08T11:14:42.000Z,フィフィも開いた口が塞がらない,開いた口が塞がらない
t_52474,buzzvideo,2021-11-08T10:28:05.000Z,関越道でサービスエリア渋滞にバイクが突っ込んでしまう事故,関越道でサービスエリア渋滞にバイクが突っ込んでしまう
t_52484,buzzvideo,2021-10-28T01:30:48.000Z,安全対策が不十分,安全対策が不十分
t_52523,buzzvideo,2021-10-27T18:14:04.000Z,中国不動産大手・恒大集団香港での株式の取引が停止,香港での株式の取引が停止
t_52915,buzzvideo,2021-10-28T04:18:47.000Z,命に関わる韓国産食品リストがヤバすぎる,
t_53128,buzzvideo,2021-11-13T05:52:05.000Z,ラリーのコースが狭すぎて各車ぶつけて擦って通り抜けてるw|buzzvideoバズビデオ,
t_53856,buzzvideo,2021-12-01T12:40:10.000Z,フロントバンパー傾いてみえるのちょっと気になった,
t_54081,buzzvideo,2021-11-06T07:05:34.000Z,2回も強制停止させられるとゆう、謎の現象基準が全然分かりませーん,2回も強制停止させられるとゆう、謎の現象基準が全然分かりませーん
t_54265,buzzvideo,2021-11-25T02:10:02.000Z,行動ができなくて困っている方へ,行動ができなくて
t_54309,buzzvideo,2021-12-11T21:54:40.000Z,スカート女子がソロキャンで椅子が壊れるハプニング,椅子が壊れる
t_54372,buzzvideo,2021-11-20T14:40:05.000Z,行動ができなくて困っている方へ,行動ができなくて
t_54472,buzzvideo,2021-11-27T09:15:11.000Z,無限にフォローできると思ったらしっかり裏で制限されてた,無限にフォローできると思ったらしっかり裏で制限されてた
t_54535,buzzvideo,2021-12-09T11:24:53.000Z,アベプラ生活保護世帯の子供が大学進学できないなんて許せない,アベプラ生活保護世帯の子供が大学進学できない
t_56245,buzzvideo,2021-10-30T06:07:18.000Z,buzzvideoというサイトなんだが、なんか不快になるような記事が多いので、読むのやめようかな,buzzvideoというサイトなんだが、なんか不快になるような記事が多い
t_56250,buzzvideo,2021-11-22T09:58:42.000Z,にこちゃんの配信時間決まったら毎回通知くるシステムほしい;́・ω・,にこちゃんの配信時間決まったら毎回通知くるシステムほしい
t_56359,buzzvideo,2021-10-21T16:05:24.000Z,韓外国館が不適切行為の数々で職務停止,
t_56605,buzzvideo,2021-10-21T03:30:56.000Z,河野太郎が自民党外交部会長を怒らせてしまい自民党内部で敵を作りまくり,河野太郎が自民党外交部会長を怒らせてしまい自民党内部で敵を作りまくり
t_56720,buzzvideo,2021-12-06T17:18:16.000Z,ギフトのスクショ全然撮れなかった,ギフトのスクショ全然撮れなかった
t_56819,buzzvideo,2021-12-04T21:26:20.000Z,バズビデオの収益権限のところに、バグが発生している,バズビデオの収益権限のところに、バグが発生している
t_56985,buzzvideo,2021-11-18T04:23:01.000Z,千代の富士、肉体改造に成功した後のスピードが速すぎるwww,スピードが速すぎる
t_57068,buzzvideo,2021-11-16T03:49:23.000Z,遅すぎる対応にほんこん激怒,
t_57935,buzzvideo,2021-10-24T08:11:55.000Z,開いた口が塞がらない,開いた口が塞がらない
t_58311,buzzvideo,2021-12-14T17:59:53.000Z,にくがくえなくなった,にくがくえなくなった
t_58332,buzzvideo,2021-11-28T03:30:41.000Z,遅くなったー,遅くなった
t_58563,buzzvideo,2021-10-30T10:50:30.000Z,東名高速で猛スピードで蛇行運転し,
t_58752,buzzvideo,2021-11-19T02:54:02.000Z,スピードが速すぎて撮影のポイントがつかめない,スピードが速すぎて撮影のポイントがつかめない
t_59170,buzzvideo,2021-10-31T09:45:00.000Z,リニューアルするもバグだらけ2017誕生以来、システム変更する度、改悪あっても改良・改善した記憶がないんだが,リニューアルするもバグだらけ
t_59395,buzzvideo,2021-12-11T19:37:57.000Z,携帯からは再登録新規登録が出来なくなっています,携帯からは再登録新規登録が出来なくなっています
t_59590,buzzvideo,2021-12-06T03:50:51.000Z,あげくに新規アカ作成、未投稿でも減点になっているケースがあり,
t_59898,buzzvideo,2021-10-22T07:20:51.000Z,️わたし何もしてないのにブロックされたんです笑めちゃくちゃ稼いでおられます,何もしてないのにブロックされた
t_60577,buzzvideo,2021-11-27T05:27:45.000Z,nyは、治安に関し日本と勝手が違いすぎて気をつけてね,nyは、治安に関し日本と勝手が違いすぎ
t_60722,buzzvideo,2021-11-17T01:54:11.000Z,スマホをtvに簡単に写せる最強ワイヤレスを使ってみたら画像良すぎた,スマホをtvに簡単に写せる最強ワイヤレスを使ってみたら画像良すぎた
t_60868,buzzvideo,2021-12-09T11:23:32.000Z,学校にも通えず簡単な計算や漢字も書けない,簡単な計算や漢字も書けない
t_60874,buzzvideo,2021-11-12T16:56:16.000Z,新しいアイテムとか大きめなエフェクト見ると時が止まっちゃう癖どうにかならんか私,新しいアイテムとか大きめなエフェクト見ると時が止まっちゃう
t_60900,buzzvideo,2021-11-28T05:13:43.000Z,お色気の度が過ぎて放送禁止寸前,お色気の度が過ぎて放送禁止寸前
t_61118,buzzvideo,2021-11-17T20:27:45.000Z,トヨタとヤマハが共同開発した500台限定lfaのv10全開f1サウンドがヤバすぎる,トヨタとヤマハが共同開発した500台限定lfaのv10全開f1サウンドがヤバすぎる
t_61637,buzzvideo,2021-12-09T12:53:19.000Z,コロナが終わっても入国制限維持すべき,コロナが終わっても入国制限維持すべき
t_61763,buzzvideo,2021-11-18T20:28:55.000Z,写真をツイートしたものをクリックしても動画再生不可能,写真をツイートしたものをクリックしても動画再生不可能
t_61894,buzzvideo,2021-11-01T21:49:17.000Z,中国高速鉄道が運行すればするほど天文学的な負債を抱え電気代すら賄えない事態に,中国高速鉄道が運行すればするほど天文学的な負債を抱え電気代すら賄えない
t_61916,buzzvideo,2021-11-11T10:41:33.000Z,警察署で再交付すると手続きが面倒なのか視力検査で見えてもねーのに合格にするんだよ埼玉県警は特に,警察署で再交付すると手続きが面倒
t_61918,buzzvideo,2021-12-08T11:30:50.000Z,発売1ヶ月で前例のない不具合を次々と披露,発売1ヶ月で前例のない不具合を次々と披露
t_62153,buzzvideo,2021-11-17T01:21:35.000Z,敵のミスがツボってしまいサーブどころではなくなってしまった女子テニス選手,敵のミスがツボってしまい
t_62470,buzzvideo,2021-11-24T10:23:27.000Z,見れほしいyoutube動画が消えてた;・ω・みえるかな,見れほしいyoutube動画が消えてた
t_62571,buzzvideo,2021-10-22T22:13:20.000Z,悪事を暴露されたキムヨナの末路がヤバすぎた,悪事を暴露されたキムヨナの末路がヤバすぎた
t_63029,buzzvideo,2021-11-30T14:32:18.000Z,16日以降から止まっていたアナリティスクだったが、どうもそのころから更なる単価落ちがあったようだ,更なる単価落ちがあった
t_63310,buzzvideo,2021-11-08T11:11:06.000Z,フィフィも開いた口が塞がらない,開いた口が塞がらない
t_63351,buzzvideo,2021-12-05T06:33:23.000Z,登録直後からコミュニティガイドライン違反,登録直後からコミュニティガイドライン違反
t_63355,buzzvideo,2021-10-27T18:45:36.000Z,たった2日で300%痩せる方法に問い合わせが殺到,たった2日で300%痩せる方法に問い合わせが殺到
t_63378,buzzvideo,2021-12-06T23:15:09.000Z,小室圭さんフォーダム大学の卒業を取り消されただけでなく、新入生名簿からも名前が消えていた、,小室圭さんフォーダム大学の卒業を取り消されただけでなく、新入生名簿からも名前が消えていた
t_63409,buzzvideo,2021-12-12T22:13:17.000Z,頻発する原因がヤバすぎると話題に,
t_63477,buzzvideo,2021-11-09T18:08:46.000Z,無能なインタビュアーの哲学的な質問に100倍返しww,無能なインタビュアーの哲学的な質問に100倍返し
t_63912,buzzvideo,2021-10-24T13:02:51.000Z,euの各種排出ガス規制に準拠しないと販売出来なくなるかも,euの各種排出ガス規制に準拠しないと販売出来なくなる
t_63980,buzzvideo,2021-11-29T02:10:02.000Z,行動ができなくて困っている方へ,行動ができなくて
t_64418,buzzvideo,2021-10-23T10:34:49.000Z,青木理韓国では大統領選の前に日韓関係を良くしようとする動きがない全然残念じゃないんだが,青木理韓国では大統領選の前に日韓関係を良くしようとする動きがない
t_64660,buzzvideo,2021-11-04T12:12:06.000Z,信号が赤に切り替わるタイミングで停止後ろの車がバイクに追突,
t_64682,buzzvideo,2021-11-17T13:33:01.000Z,対応遅すぎて草,対応遅すぎて草
t_64878,buzzvideo,2021-11-12T08:28:56.000Z,拡散のお手伝いが出来たら嬉しいです,拡散のお手伝いが出来たら嬉しい
t_65162,buzzvideo,2021-11-22T14:39:49.000Z,信号でまともに停止できなくってどうするのよ,信号でまともに停止できなくって
t_65466,buzzvideo,2021-11-07T07:35:11.000Z,間違った回答の内容がヤバいw,
t_66685,buzzvideo,2021-11-18T10:09:36.000Z,スーパーカーとガールスカートが短くない,スーパーカーとガールスカートが短くない
t_67320,buzzvideo,2021-11-21T08:22:35.000Z,荷台改造ダンプで過積載が常態化か,
t_67592,buzzvideo,2021-12-09T23:06:35.000Z,韓国ドラマと現実が違い過ぎると批判殺到,韓国ドラマと現実が違い過ぎる
t_67867,buzzvideo,2021-11-08T11:28:24.000Z,本人登場しても歌声の違いがあまり分からなかった衝撃の歌ものまね,歌声の違いがあまり分からなかった
t_68257,buzzvideo,2021-12-04T10:16:26.000Z,猫の99%がバグる,猫の99%がバグる
t_68290,buzzvideo,2021-10-24T23:10:02.000Z,行動ができなくて困っている方へ,行動ができなくて
t_68363,buzzvideo,2021-12-05T04:59:50.000Z,アカウント単価のランク分け制度が設けられ必ず単価落ちをヤラレル現実,
t_68528,buzzvideo,2021-11-13T11:06:45.000Z,行動ができなくて困っている方へ,行動ができなくて
t_68584,buzzvideo,2021-12-08T12:57:47.000Z,ただし、プロフィールが変更されないバズビデオ側のバグがまだ残っているケースがあります,プロフィールが変更されないバズビデオ側のバグがまだ残っているケースがあります
t_68629,buzzvideo,2021-12-06T02:34:28.000Z,歌詞があまりにもパワーワードすぎるからめっちゃ面白いっすよ,
t_69114,buzzvideo,2021-11-11T12:49:40.000Z,曲がりきれず車が柵に衝突男性が死亡“酒の臭い”も,曲がりきれず車が柵に衝突
t_69532,buzzvideo,2021-12-11T06:41:34.000Z,世界のbytedanceが、システムバグ連発,世界のbytedanceが、システムバグ連発
t_69536,buzzvideo,2021-11-23T00:31:15.000Z,無人直売所から野菜が支払い無く盗まれた,無人直売所から野菜が支払い無く盗まれた
t_69545,buzzvideo,2021-11-04T06:53:07.000Z,有名たこ焼き店の職人が、引退を覚悟したというたこやきマシーンの性能が異次元,
t_69730,buzzvideo,2021-11-30T19:35:06.000Z,ゲーム宇宙空間をワープした後の不時着シーンが、ヤバすぎました,ヤバすぎました
t_70566,buzzvideo,2021-11-13T03:40:31.000Z,開かずの踏切で電車が通り過ぎた途端、目の前で起きた予想外の行動に絶句のりもの,
t_70622,buzzvideo,2021-11-06T23:10:02.000Z,行動ができなくて困っている方へ,行動ができなくて
t_70821,buzzvideo,2021-11-27T15:11:17.000Z,ペットショップで見たカラージャービルが出てきてくれなかった大作戦,ペットショップで見たカラージャービルが出てきてくれなかった
t_70915,buzzvideo,2021-11-05T08:39:03.000Z,私の方では確認できないのですが、一部の方はプロフィールを変更しても何故が登録されていないバス側のバグが発生しているようです,私の方では確認できないのですが、一部の方はプロフィールを変更しても何故が登録されていないバス側のバグが発生している
t_71195,buzzvideo,2021-12-05T11:01:11.000Z,12月に入ってから配信出来ずに,配信出来ずに
t_71212,buzzvideo,2021-10-23T07:42:19.000Z,兄の反応がヤバすぎて号泣,兄の反応がヤバすぎ
t_72198,buzzvideo,2021-12-05T06:54:42.000Z,clubbing使えなかったからwww,
t_72661,buzzvideo,2021-12-11T06:41:34.000Z,もう不具合バグの連発は当たり前,不具合バグの連発は当たり前
t_72719,buzzvideo,2021-11-02T10:02:31.000Z,時間なくて取れなくなっちゃったんですけど、今日フルで衣装きたので,時間なくて取れなくなっちゃった
t_73032,buzzvideo,2021-12-11T14:09:35.000Z,ゆっくり解説叡智なビデオにモザイクがある変な理由,ゆっくり解説叡智なビデオにモザイクがある
t_73071,buzzvideo,2021-11-16T14:40:06.000Z,帰ってきて開こうと思ったら開けない,開けない
t_73349,buzzvideo,2021-11-07T15:51:44.000Z,tsmcの日本進出に隣国が猛反発,
t_73506,buzzvideo,2021-11-20T14:27:16.000Z,トラックにペイントしたら物流センター出入り禁止になりました,トラックにペイントしたら物流センター出入り禁止になりました
t_74009,buzzvideo,2021-11-21T01:17:24.000Z,スタッドレスとかチェーンとか無いのか,スタッドレスとかチェーンとか無いのか
t_74315,buzzvideo,2021-12-10T08:10:02.000Z,行動ができなくて困っている方へ,行動ができなくて
t_74332,buzzvideo,2021-11-18T17:16:58.000Z,まるで途上国、国道トンネルで天井崩落,まるで途上国、国道トンネルで天井崩落
t_74352,buzzvideo,2021-11-17T15:04:32.000Z,スピードが速すぎて撮影のポイントがつかめない,スピードが速すぎて撮影のポイントがつかめない
t_74562,buzzvideo,2021-11-01T02:52:14.000Z,昨日アップ数0だったので再生数落ちてるー、、,昨日アップ数0だったので再生数落ちてる
t_75659,buzzvideo,2021-11-21T13:40:19.000Z,クリック数を表示しないハラスメントか,
t_76091,buzzvideo,2021-11-02T08:45:12.000Z,偏向報道しか出来ない番組は早く消え,
t_76490,buzzvideo,2021-12-08T23:32:07.000Z,予防接種後に猫の反応がイマイチ,予防接種後に猫の反応がイマイチ
t_76956,buzzvideo,2021-11-23T06:02:49.000Z,喋るスピードがはやいのに、キーワードになるとグッとスピード落として声のトーンがあがる,喋るスピードがはやいのに、キーワードになるとグッとスピード落として声のトーンがあがる
t_77191,buzzvideo,2021-10-28T03:08:40.000Z,高速道路でトラックが殺人的な煽り運転をしてくるドラレコ映像,
t_77572,buzzvideo,2021-12-09T12:48:34.000Z,無敵のウルトラマンが宇宙怪獣にやられてしまう,無敵のウルトラマンが宇宙怪獣にやられてしまう
t_77602,buzzvideo,2021-11-14T10:11:42.000Z,ペットショップで見たカラージャービルが出てきてくれなかった大作戦,ペットショップで見たカラージャービルが出てきてくれなかった
t_77608,buzzvideo,2021-11-26T14:08:20.000Z,スパン早くない,スパン早くない
t_77810,buzzvideo,2021-11-21T01:02:25.000Z,バズビデオ、バグ多すぎ,バズビデオ、バグ多すぎ
t_78388,buzzvideo,2021-12-15T02:39:03.000Z,韓国ドラマと現実が違い過ぎると批判殺到,韓国ドラマと現実が違い過ぎる
t_78439,buzzvideo,2021-11-23T03:32:25.000Z,テレ朝が米国ファンドから地上波放送停止要求された,テレ朝が米国ファンドから地上波放送停止要求された
t_78582,buzzvideo,2021-12-05T04:01:40.000Z,動画は格納・記録でaiが循環だから実質永久没収で物理的に不可能という悪のシステム,動画は格納・記録でaiが循環だから実質永久没収で物理的に不可能
t_78853,buzzvideo,2021-11-23T13:24:38.000Z,住吉連合会と寄居一家の抗争事件がヤバすぎた,住吉連合会と寄居一家の抗争事件がヤバすぎた
t_78912,buzzvideo,2021-10-23T11:10:03.000Z,行動ができなくて困っている方へ,行動ができなくて
t_79412,buzzvideo,2021-11-01T01:21:23.000Z,急転直下,急転直下
t_79588,buzzvideo,2021-12-03T10:48:51.000Z,千代の富士、肉体改造に成功した後のスピードが速すぎるwww,スピードが速すぎる
t_80712,buzzvideo,2021-11-22T14:53:31.000Z,前が急ブレーキなのか、後ろのトラックが前方不注意どっちなんだろう,前が急ブレーキ
t_81072,buzzvideo,2021-11-14T12:41:16.000Z,k国が製造するワクチンが製造法違反でwh0承認審査中断,k国が製造するワクチンが製造法違反でwh0承認審査中断
t_81372,buzzvideo,2021-12-05T12:36:26.000Z,石油停止で隣国の経済破綻が待ったなし,石油停止で隣国の経済破綻が待った
t_81504,buzzvideo,2021-10-23T04:43:41.000Z,韓国がクウェートで建設中の橋がおざなりな作りで崩壊,韓国がクウェートで建設中の橋がおざなりな作りで崩壊
t_82199,buzzvideo,2021-10-29T12:08:56.000Z,キーボードでファミコンのファミスタを演奏したら完成度が高過ぎた,キーボードでファミコンのファミスタを演奏したら完成度が高過ぎた
t_82495,buzzvideo,2021-11-19T08:10:02.000Z,行動ができなくて困っている方へ,行動ができなくて
t_82614,buzzvideo,2021-10-30T19:55:36.000Z,ユーチューブを続ける事ができなくなりました脳の検査結果報告,ユーチューブを続ける事ができなくなりました
t_82779,buzzvideo,2021-12-15T14:43:48.000Z,思うように過ごすことができなく、ストレスが増えるばかりだったけど,
t_83008,buzzvideo,2021-10-23T10:47:17.000Z,対応に目が離せません,対応に目が離せません
t_83079,buzzvideo,2021-12-08T09:21:03.000Z,9月半ばから新アカの削除が消えまくりで全く育たないし何個新アカ潰せばいいんだよ,9月半ばから新アカの削除が消えまくり
t_83175,buzzvideo,2021-11-12T03:48:47.000Z,キーボードでファミコンのスパルタンxを演奏したら完成度が高過ぎた,キーボードでファミコンのスパルタンxを演奏したら完成度が高過ぎた
t_83325,buzzvideo,2021-11-21T00:53:55.000Z,信号で停車していたら後ろから猛スピードで車が突っ込んできた,信号で停車していたら後ろから猛スピードで車が突っ込んできた
t_83516,buzzvideo,2021-11-18T04:56:44.000Z,スーパーカーとガールスカートが短くない,スーパーカーとガールスカートが短くない
t_83774,buzzvideo,2021-11-16T13:42:52.000Z,オチのない動画多すぎて不完全燃焼,
t_83801,buzzvideo,2021-11-30T17:36:08.000Z,遅くなってしまった,遅くなってしまった
t_84448,buzzvideo,2021-12-05T07:36:41.000Z,行動ができなくて困っている方へ,行動ができなくて
t_84451,buzzvideo,2021-11-12T13:10:13.000Z,フィフィも開いた口が塞がらない,開いた口が塞がらない
t_84736,buzzvideo,2021-11-11T09:31:37.000Z,お客様のご予約が見当たりません恐る恐る客,お客様のご予約が見当たりません
t_85099,buzzvideo,2021-11-14T13:08:44.000Z,異常な断電により原子炉が一時停止,異常な断電により原子炉が一時停止
t_85504,buzzvideo,2021-11-27T00:37:23.000Z,車速度超過で追い越し直後の見通し悪いカーブで,車速度超過で追い越し直後の見通し悪いカーブ
t_85552,buzzvideo,2021-11-13T01:43:37.000Z,k国が製造するワクチンが製造法違反でwh0承認審査中断,k国が製造するワクチンが製造法違反でwh0承認審査中断
t_85594,buzzvideo,2021-10-29T14:01:52.000Z,相続した土地の壊れている入り口の門を放置→見た事のない車が停まっていた,相続した土地の壊れている入り口の門を放置→見た事のない車が停まっていた
t_85616,buzzvideo,2021-11-24T09:45:00.000Z,単価落ちれば、チャンネルも動画も完全削除,
t_85857,buzzvideo,2021-11-15T03:30:14.000Z,右上のログインからじゃないと保存されたパスワードでなくてログインできないし,右上のログインからじゃないと保存されたパスワードでなくてログインできない
t_86264,buzzvideo,2021-11-26T22:09:58.000Z,中国当局の厳しい封鎖措置により隣人が迅速な医療処置が受けられず死亡,隣人が迅速な医療処置が受けられず
t_86377,buzzvideo,2021-12-07T13:00:11.000Z,/キーボードでファミコン北斗の拳を演奏したら完成度が高過ぎた,キーボードでファミコン北斗の拳を演奏したら完成度が高過ぎた
t_86507,buzzvideo,2021-12-02T03:01:31.000Z,buzzvideoでやたら流れていた気がするけど違和感しかなく、やっぱ自分では使いづらいわ,buzzvideoでやたら流れていた
t_86868,buzzvideo,2021-11-24T09:57:03.000Z,テレ朝が米国ファンドから地上波放送停止要求された,テレ朝が米国ファンドから地上波放送停止要求された
t_87207,buzzvideo,2021-11-04T04:11:00.000Z,わけわからんくなってきた,わけわからんくなってきた
t_87646,buzzvideo,2021-11-11T06:09:05.000Z,k国日本の新幹線は遅すぎ,k国日本の新幹線は遅すぎ
t_87808,buzzvideo,2021-12-15T08:35:03.000Z,車間を詰めてた2人乗りのバイクがブレーキ間に合わず前転宙返り,車間を詰めてた2人乗りのバイクがブレーキ間に合わず前転宙返り
t_88011,buzzvideo,2021-11-01T16:21:48.000Z,オモウマい店すべての料理の値段が激安すぎて売上を心配してしまう店,
t_88107,buzzvideo,2021-11-08T19:44:43.000Z,整体院に行かなくなった健康,整体院に行かなくなった
t_88261,buzzvideo,2021-11-16T12:48:26.000Z,一部エラーが出てしまって、アカウント作成が途中だった場合にそちらのボタンを押してから再度実行をしてください,一部エラーが出てしまって、アカウント作成が途中だった場合にそちらのボタンを押してから再度実行をしてください
t_88305,buzzvideo,2021-12-05T09:10:49.000Z,ロケットすぎて、天気予報が全然頭にはいらなかった,ロケットすぎて、天気予報が全然頭にはいらなかった
t_88553,buzzvideo,2021-12-03T16:36:01.000Z,返ができなかった神戸山口組の本当の理由がついに判明か,返ができなかった
t_88881,buzzvideo,2021-11-27T19:11:19.000Z,なぜか板がえらく気になるハムスターのチャッピー君大作戦,板がえらく
t_88894,buzzvideo,2021-12-08T18:44:30.000Z,ずさんな管理が韓国経済と医療の崩壊を招いた,ずさんな管理
t_88948,buzzvideo,2021-11-26T00:01:20.000Z,集中できずあえぎ声がやばい,集中できずあえぎ声がやばい
t_88979,buzzvideo,2021-10-31T09:45:00.000Z,また投稿一覧からctr率がなくなってる,また投稿一覧からctr率がなくなってる
t_89007,buzzvideo,2021-11-15T08:53:15.000Z,もたつき発進が逆あおり運転の如く,もたつき発進が逆あおり運転
